WBID,year,method,Angler_days
00375SANJ,2011,VILQ,0
00375SANJ,2002,VILQ,0
00375SANJ,1992,VILQ,0
00375SANJ,2017,VILQ,0
00375SANJ,1989,VILQ,0
00375SANJ,1986,VILQ,10
00375SANJ,2022,VILQ,0
00226VICT,2022,VILQ,0
00226VICT,2011,VILQ,0
00226VICT,2017,VILQ,0
00372SANJ,2022,VILQ,0
00372SANJ,2011,VILQ,0
00372SANJ,2017,VILQ,0
00198VICT,2022,VILQ,0
00198VICT,2017,VILQ,0
00198VICT,2011,VILQ,0
00215VICT,2017,VILQ,0
00215VICT,2011,VILQ,0
00215VICT,2022,VILQ,0
00315SANJ,2022,VILQ,0
00315SANJ,1992,VILQ,0
00315SANJ,2017,VILQ,0
00315SANJ,1986,VILQ,0
00315SANJ,2011,VILQ,0
00315SANJ,2002,VILQ,0
00315SANJ,1989,VILQ,12
00300SANJ,1986,VILQ,115
00300SANJ,2002,VILQ,229
00300SANJ,2011,VILQ,0
00300SANJ,1989,VILQ,239
00300SANJ,2022,VILQ,0
00300SANJ,1992,VILQ,44
00300SANJ,2006,VILQ,23
00300SANJ,2017,VILQ,0
00289SANJ,2022,VILQ,0
00289SANJ,2011,VILQ,0
00289SANJ,2017,VILQ,0
00265SANJ,2002,VILQ,698
00265SANJ,2006,VILQ,545
00265SANJ,1986,VILQ,490
00265SANJ,1989,VILQ,447
00265SANJ,1992,VILQ,388
00265SANJ,2022,VILQ,246
00265SANJ,2017,VILQ,250
00265SANJ,2011,VILQ,581
00286SANJ,2011,VILQ,0
00286SANJ,2017,VILQ,0
00286SANJ,2006,VILQ,57
00286SANJ,1986,VILQ,240
00286SANJ,2002,VILQ,208
00286SANJ,1989,VILQ,340
00286SANJ,2022,VILQ,0
00286SANJ,1992,VILQ,481
00214SANJ,2011,VILQ,1271
00214SANJ,1986,VILQ,350
00214SANJ,2006,VILQ,1557
00214SANJ,2022,VILQ,409
00214SANJ,2002,VILQ,1677
00214SANJ,2017,VILQ,428
00214SANJ,2006,VILQ,11
00214SANJ,1989,VILQ,280
00214SANJ,1992,VILQ,463
00280SANJ,2017,VILQ,0
00280SANJ,2011,VILQ,73
00280SANJ,2006,VILQ,693
00280SANJ,1986,VILQ,1265
00280SANJ,1992,VILQ,781
00280SANJ,2022,VILQ,0
00280SANJ,1989,VILQ,1026
00280SANJ,2002,VILQ,646
00193SANJ,2022,VILQ,0
00193SANJ,2011,VILQ,0
00193SANJ,2017,VILQ,0
00113VICT,2002,VILQ,104
00113VICT,2011,VILQ,0
00113VICT,1986,VILQ,210
00113VICT,1989,VILQ,0
00113VICT,1992,VILQ,1275
00113VICT,2006,VILQ,205
00113VICT,2022,VILQ,0
00113VICT,2017,VILQ,36
00186SANJ,1986,VILQ,0
00186SANJ,1989,VILQ,0
00186SANJ,2017,VILQ,0
00186SANJ,2011,VILQ,0
00186SANJ,1992,VILQ,50
00186SANJ,2006,VILQ,57
00186SANJ,2022,VILQ,41
00186SANJ,2002,VILQ,42
00093SANJ,2002,VILQ,10
00093SANJ,1992,VILQ,56
00093SANJ,2017,VILQ,0
00093SANJ,2011,VILQ,0
00093SANJ,1989,VILQ,6
00093SANJ,2022,VILQ,0
00093SANJ,1986,VILQ,25
00108SANJ,2006,VILQ,114
00108SANJ,1986,VILQ,190
00108SANJ,1989,VILQ,101
00108SANJ,1992,VILQ,275
00108SANJ,2002,VILQ,115
00108SANJ,2022,VILQ,41
00108SANJ,2011,VILQ,73
00108SANJ,2017,VILQ,0
01990ALBN,2011,VILQ,0
01990ALBN,2002,VILQ,0
01990ALBN,1986,VILQ,10
01990ALBN,1992,VILQ,0
01990ALBN,2017,VILQ,0
01990ALBN,2022,VILQ,0
01990ALBN,1989,VILQ,0
00087SANJ,2017,VILQ,36
00087SANJ,2002,VILQ,52
00087SANJ,1989,VILQ,36
00087SANJ,2006,VILQ,102
00087SANJ,2011,VILQ,36
00087SANJ,1992,VILQ,88
00087SANJ,2022,VILQ,0
00087SANJ,1986,VILQ,80
01985ALBN,1989,VILQ,24
01985ALBN,2011,VILQ,0
01985ALBN,1992,VILQ,6
01985ALBN,2017,VILQ,0
01985ALBN,2002,VILQ,0
01985ALBN,2022,VILQ,0
01985ALBN,1986,VILQ,55
00080SANJ,2011,VILQ,0
00080SANJ,2017,VILQ,0
00080SANJ,2002,VILQ,21
00080SANJ,1992,VILQ,44
00080SANJ,1986,VILQ,235
00080SANJ,2022,VILQ,0
00080SANJ,1989,VILQ,6
00083SANJ,2022,VILQ,0
00083SANJ,1986,VILQ,10
00083SANJ,1989,VILQ,0
00083SANJ,1992,VILQ,0
00083SANJ,2002,VILQ,0
00083SANJ,2011,VILQ,0
00083SANJ,2017,VILQ,0
00070SANJ,2017,VILQ,178
00070SANJ,2002,VILQ,135
00070SANJ,2006,VILQ,227
00070SANJ,1986,VILQ,35
00070SANJ,2011,VILQ,73
00070SANJ,2022,VILQ,164
00070SANJ,1989,VILQ,36
00070SANJ,1992,VILQ,150
01980ALBN,1992,VILQ,0
01980ALBN,1989,VILQ,0
01980ALBN,2022,VILQ,0
01980ALBN,2002,VILQ,0
01980ALBN,2017,VILQ,0
01980ALBN,2011,VILQ,0
01980ALBN,1986,VILQ,70
00063SANJ,2002,VILQ,10
00063SANJ,2011,VILQ,0
00063SANJ,2022,VILQ,0
00063SANJ,1992,VILQ,0
00063SANJ,1986,VILQ,120
00063SANJ,2017,VILQ,0
00063SANJ,1989,VILQ,30
00056SANJ,1992,VILQ,294
00056SANJ,2006,VILQ,80
00056SANJ,2002,VILQ,198
00056SANJ,1986,VILQ,70
00056SANJ,2011,VILQ,36
00056SANJ,2017,VILQ,0
00056SANJ,1989,VILQ,364
00056SANJ,2022,VILQ,0
01977ALBN,1989,VILQ,18
01977ALBN,1986,VILQ,50
01977ALBN,1992,VILQ,19
01977ALBN,2006,VILQ,114
01977ALBN,2002,VILQ,0
01977ALBN,2022,VILQ,0
01977ALBN,2017,VILQ,0
01977ALBN,2011,VILQ,0
00060SANJ,2022,VILQ,0
00060SANJ,2017,VILQ,0
00060SANJ,2011,VILQ,0
01973ALBN,1989,VILQ,0
01973ALBN,2017,VILQ,0
01973ALBN,2002,VILQ,0
01973ALBN,1986,VILQ,30
01973ALBN,2011,VILQ,0
01973ALBN,1992,VILQ,0
01973ALBN,2022,VILQ,0
01965ALBN,2011,VILQ,0
01965ALBN,2022,VILQ,0
01965ALBN,2017,VILQ,0
01957ALBN,1989,VILQ,125
01957ALBN,2017,VILQ,0
01957ALBN,1992,VILQ,81
01957ALBN,2022,VILQ,41
01957ALBN,1986,VILQ,90
01957ALBN,2011,VILQ,0
01957ALBN,2002,VILQ,10
01957ALBN,2006,VILQ,57
01963ALBN,2011,VILQ,0
01963ALBN,2002,VILQ,10
01963ALBN,2022,VILQ,0
01963ALBN,1992,VILQ,13
01963ALBN,2017,VILQ,0
01963ALBN,1989,VILQ,0
01963ALBN,2006,VILQ,80
01963ALBN,1986,VILQ,0
00048SANJ,2006,VILQ,57
00048SANJ,2022,VILQ,41
00048SANJ,2011,VILQ,0
00048SANJ,2017,VILQ,107
00048SANJ,2002,VILQ,198
00048SANJ,1986,VILQ,170
00048SANJ,1992,VILQ,125
00048SANJ,1989,VILQ,167
01950ALBN,2006,VILQ,170
01950ALBN,2002,VILQ,73
01950ALBN,1992,VILQ,6
01950ALBN,2011,VILQ,182
01950ALBN,2022,VILQ,0
01950ALBN,1986,VILQ,0
01950ALBN,1989,VILQ,18
01950ALBN,2017,VILQ,71
01951ALBN,1989,VILQ,0
01951ALBN,2022,VILQ,0
01951ALBN,1986,VILQ,20
01951ALBN,2002,VILQ,0
01951ALBN,1992,VILQ,0
01951ALBN,2011,VILQ,0
01951ALBN,2017,VILQ,0
01942ALBN,2002,VILQ,0
01942ALBN,1992,VILQ,25
01942ALBN,2022,VILQ,0
01942ALBN,1989,VILQ,12
01942ALBN,2017,VILQ,0
01942ALBN,2011,VILQ,0
01942ALBN,1986,VILQ,5
01932ALBN,2022,VILQ,82
01932ALBN,2011,VILQ,36
01932ALBN,2002,VILQ,469
01932ALBN,2017,VILQ,143
01932ALBN,1992,VILQ,306
01932ALBN,2006,VILQ,136
01932ALBN,1989,VILQ,710
01932ALBN,1986,VILQ,500
01928ALBN,2011,VILQ,0
01928ALBN,2022,VILQ,0
01928ALBN,2017,VILQ,0
01920ALBN,2011,VILQ,0
01920ALBN,2022,VILQ,0
01920ALBN,2017,VILQ,0
01919ALBN,2022,VILQ,0
01919ALBN,2011,VILQ,0
01919ALBN,2017,VILQ,0
01912ALBN,2022,VILQ,0
01912ALBN,2011,VILQ,0
01912ALBN,2017,VILQ,0
00028SANJ,2022,VILQ,0
00028SANJ,1989,VILQ,95
00028SANJ,2017,VILQ,178
00028SANJ,1986,VILQ,0
00028SANJ,2011,VILQ,0
00028SANJ,2002,VILQ,63
00028SANJ,1992,VILQ,25
00029SANJ,2022,VILQ,82
00029SANJ,2011,VILQ,0
00029SANJ,1986,VILQ,50
00029SANJ,2017,VILQ,71
00029SANJ,2002,VILQ,10
00029SANJ,1992,VILQ,106
00029SANJ,1989,VILQ,227
00029SANJ,2006,VILQ,80
01907ALBN,2002,VILQ,0
01907ALBN,2011,VILQ,0
01907ALBN,2017,VILQ,0
01907ALBN,1989,VILQ,12
01907ALBN,2022,VILQ,0
01907ALBN,1986,VILQ,0
01907ALBN,1992,VILQ,0
01825ALBN,2017,VILQ,0
01825ALBN,2011,VILQ,0
01825ALBN,2022,VILQ,0
01819ALBN,1986,VILQ,0
01819ALBN,2002,VILQ,0
01819ALBN,1992,VILQ,0
01819ALBN,2011,VILQ,0
01819ALBN,2022,VILQ,0
01819ALBN,1989,VILQ,6
01819ALBN,2017,VILQ,0
01778ALBN,2022,VILQ,82
01778ALBN,1992,VILQ,75
01778ALBN,1986,VILQ,210
01778ALBN,1989,VILQ,352
01778ALBN,2002,VILQ,115
01778ALBN,2017,VILQ,36
01778ALBN,2011,VILQ,145
01778ALBN,2006,VILQ,114
01802ALBN,2017,VILQ,0
01802ALBN,1992,VILQ,0
01802ALBN,2002,VILQ,31
01802ALBN,1986,VILQ,0
01802ALBN,2011,VILQ,0
01802ALBN,2022,VILQ,0
01802ALBN,1989,VILQ,6
01742ALBN,2017,VILQ,0
01742ALBN,2011,VILQ,0
01742ALBN,2022,VILQ,0
01753ALBN,2011,VILQ,0
01753ALBN,2017,VILQ,0
01753ALBN,2022,VILQ,0
01695ALBN,2017,VILQ,0
01695ALBN,2022,VILQ,0
01695ALBN,1986,VILQ,0
01695ALBN,1989,VILQ,0
01695ALBN,2011,VILQ,0
01695ALBN,1992,VILQ,56
01695ALBN,2002,VILQ,10
01728ALBN,2017,VILQ,0
01728ALBN,2002,VILQ,0
01728ALBN,1992,VILQ,0
01728ALBN,2011,VILQ,0
01728ALBN,2022,VILQ,0
01728ALBN,1989,VILQ,95
01728ALBN,1986,VILQ,0
01662ALBN,2002,VILQ,10
01662ALBN,1986,VILQ,0
01662ALBN,2011,VILQ,36
01662ALBN,2022,VILQ,0
01662ALBN,2017,VILQ,0
01662ALBN,1992,VILQ,0
01662ALBN,1989,VILQ,0
01694ALBN,2022,VILQ,41
01694ALBN,2017,VILQ,36
01694ALBN,1986,VILQ,70
01694ALBN,1989,VILQ,12
01694ALBN,2011,VILQ,218
01694ALBN,1992,VILQ,25
01694ALBN,2002,VILQ,83
01694ALBN,2006,VILQ,125
01664ALBN,2017,VILQ,0
01664ALBN,1986,VILQ,0
01664ALBN,2022,VILQ,0
01664ALBN,1989,VILQ,0
01664ALBN,1992,VILQ,0
01664ALBN,2002,VILQ,10
01664ALBN,2011,VILQ,36
01634ALBN,2017,VILQ,0
01634ALBN,1986,VILQ,0
01634ALBN,1992,VILQ,13
01634ALBN,1989,VILQ,0
01634ALBN,2002,VILQ,0
01634ALBN,2011,VILQ,0
01634ALBN,2022,VILQ,0
01275CLAY,2022,VILQ,0
01275CLAY,2017,VILQ,0
01275CLAY,2011,VILQ,0
01273CLAY,2011,VILQ,0
01273CLAY,2017,VILQ,0
01273CLAY,2022,VILQ,0
01547ALBN,1992,VILQ,94
01547ALBN,2022,VILQ,0
01547ALBN,1989,VILQ,0
01547ALBN,1986,VILQ,0
01547ALBN,2017,VILQ,0
01547ALBN,2002,VILQ,0
01547ALBN,2011,VILQ,0
01446ALBN,2017,VILQ,71
01446ALBN,2002,VILQ,21
01446ALBN,1986,VILQ,0
01446ALBN,2011,VILQ,0
01446ALBN,1989,VILQ,0
01446ALBN,1992,VILQ,0
01446ALBN,2022,VILQ,0
01168CLAY,2022,VILQ,532
01168CLAY,2011,VILQ,1198
01168CLAY,1986,VILQ,1085
01168CLAY,1989,VILQ,787
01168CLAY,2017,VILQ,214
01168CLAY,2002,VILQ,656
01168CLAY,2006,VILQ,466
01168CLAY,1992,VILQ,563
01272CLAY,2022,VILQ,0
01272CLAY,2017,VILQ,0
01272CLAY,2011,VILQ,0
01539ALBN,2002,VILQ,0
01539ALBN,2017,VILQ,0
01539ALBN,1992,VILQ,63
01539ALBN,1989,VILQ,239
01539ALBN,2006,VILQ,34
01539ALBN,2022,VILQ,0
01539ALBN,1986,VILQ,100
01539ALBN,2011,VILQ,182
01512ALBN,1992,VILQ,106
01512ALBN,2017,VILQ,36
01512ALBN,1989,VILQ,78
01512ALBN,1986,VILQ,205
01512ALBN,2002,VILQ,125
01512ALBN,2022,VILQ,41
01512ALBN,2006,VILQ,114
01512ALBN,2011,VILQ,36
01265CLAY,2022,VILQ,0
01265CLAY,2011,VILQ,0
01265CLAY,2017,VILQ,0
01243CLAY,2011,VILQ,0
01243CLAY,2017,VILQ,0
01243CLAY,2022,VILQ,0
01249CLAY,2022,VILQ,41
01249CLAY,2011,VILQ,36
01249CLAY,1992,VILQ,75
01249CLAY,1986,VILQ,65
01249CLAY,1989,VILQ,95
01249CLAY,2017,VILQ,36
01249CLAY,2002,VILQ,63
01444ALBN,2006,VILQ,1557
01444ALBN,2017,VILQ,36
01444ALBN,2011,VILQ,36
01444ALBN,2006,VILQ,11
01444ALBN,1986,VILQ,350
01444ALBN,2022,VILQ,0
01444ALBN,1992,VILQ,463
01444ALBN,1989,VILQ,280
01444ALBN,2002,VILQ,1677
01219CLAY,2011,VILQ,0
01219CLAY,2017,VILQ,0
01219CLAY,1992,VILQ,19
01219CLAY,1986,VILQ,15
01219CLAY,1989,VILQ,36
01219CLAY,2022,VILQ,0
01219CLAY,2002,VILQ,0
01219CLAY,2006,VILQ,11
01389ALBN,2017,VILQ,0
01389ALBN,2011,VILQ,0
01389ALBN,2022,VILQ,0
01338ALBN,1986,VILQ,125
01338ALBN,2022,VILQ,246
01338ALBN,2011,VILQ,545
01338ALBN,2017,VILQ,678
01338ALBN,1992,VILQ,575
01338ALBN,1989,VILQ,244
01338ALBN,2002,VILQ,458
01338ALBN,2006,VILQ,511
00669PARK,2022,VILQ,82
00669PARK,2017,VILQ,0
00669PARK,2002,VILQ,94
00669PARK,1986,VILQ,115
00669PARK,2006,VILQ,159
00669PARK,1992,VILQ,175
00669PARK,1989,VILQ,83
00669PARK,2011,VILQ,290
01141CLAY,1992,VILQ,6
01141CLAY,1986,VILQ,0
01141CLAY,2017,VILQ,0
01141CLAY,2002,VILQ,0
01141CLAY,1989,VILQ,0
01141CLAY,2011,VILQ,0
01141CLAY,2022,VILQ,0
01318ALBN,2011,VILQ,73
01318ALBN,2017,VILQ,0
01318ALBN,2006,VILQ,102
01318ALBN,2022,VILQ,0
01318ALBN,1989,VILQ,42
01318ALBN,1986,VILQ,10
01318ALBN,1992,VILQ,69
01318ALBN,2002,VILQ,0
01317ALBN,2006,VILQ,23
01317ALBN,2011,VILQ,0
01317ALBN,1986,VILQ,15
01317ALBN,2017,VILQ,0
01317ALBN,1992,VILQ,0
01317ALBN,2002,VILQ,42
01317ALBN,2022,VILQ,0
01317ALBN,1989,VILQ,54
01278ALBN,2002,VILQ,521
01278ALBN,2006,VILQ,477
01278ALBN,2011,VILQ,145
01278ALBN,2017,VILQ,499
01278ALBN,1992,VILQ,325
01278ALBN,1989,VILQ,453
01278ALBN,2022,VILQ,123
01278ALBN,1986,VILQ,115
01228ALBN,1992,VILQ,0
01228ALBN,2017,VILQ,0
01228ALBN,1989,VILQ,6
01228ALBN,2022,VILQ,0
01228ALBN,1986,VILQ,5
01228ALBN,2011,VILQ,0
01228ALBN,2002,VILQ,0
01226ALBN,2002,VILQ,2917
01226ALBN,1986,VILQ,1395
01226ALBN,2017,VILQ,1677
01226ALBN,1992,VILQ,1063
01226ALBN,2011,VILQ,1815
01226ALBN,2022,VILQ,1350
01226ALBN,2006,VILQ,1568
01226ALBN,1989,VILQ,2379
01069CLAY,2017,VILQ,0
01069CLAY,2011,VILQ,0
01069CLAY,2022,VILQ,0
01232ALBN,1989,VILQ,304
01232ALBN,2017,VILQ,36
01232ALBN,2006,VILQ,91
01232ALBN,2022,VILQ,82
01232ALBN,1986,VILQ,20
01232ALBN,2002,VILQ,406
01232ALBN,1992,VILQ,69
01232ALBN,2011,VILQ,0
01161ALBN,2011,VILQ,0
01161ALBN,2022,VILQ,0
01161ALBN,2002,VILQ,21
01161ALBN,2017,VILQ,0
01161ALBN,1992,VILQ,0
01161ALBN,1986,VILQ,20
01161ALBN,1989,VILQ,0
01128ALBN,1986,VILQ,5230
01128ALBN,1989,VILQ,6798
01128ALBN,1992,VILQ,6350
01128ALBN,2002,VILQ,7250
01128ALBN,2011,VILQ,4937
01128ALBN,2022,VILQ,3315
01128ALBN,2006,VILQ,5159
01128ALBN,2017,VILQ,5957
00923ALBN,2006,VILQ,170
00923ALBN,2002,VILQ,52
00923ALBN,1986,VILQ,85
00923ALBN,2022,VILQ,0
00923ALBN,1989,VILQ,78
00923ALBN,2011,VILQ,73
00923ALBN,1992,VILQ,38
00923ALBN,2017,VILQ,36
00920CLAY,2011,VILQ,0
00920CLAY,2017,VILQ,0
00920CLAY,2022,VILQ,0
00898ALBN,1992,VILQ,6
00898ALBN,2006,VILQ,11
00898ALBN,2011,VILQ,0
00898ALBN,2002,VILQ,10
00898ALBN,2017,VILQ,36
00898ALBN,2022,VILQ,0
00898ALBN,1986,VILQ,5
00898ALBN,1989,VILQ,48
00812ALBN,2022,VILQ,0
00812ALBN,1986,VILQ,30
00812ALBN,1992,VILQ,69
00812ALBN,2006,VILQ,11
00812ALBN,1989,VILQ,89
00812ALBN,2011,VILQ,218
00812ALBN,2002,VILQ,104
00812ALBN,2017,VILQ,107
00781ALBN,1986,VILQ,0
00781ALBN,2022,VILQ,0
00781ALBN,1992,VILQ,56
00781ALBN,2017,VILQ,0
00781ALBN,1989,VILQ,24
00781ALBN,2011,VILQ,0
00781ALBN,2002,VILQ,0
00781ALBN,2006,VILQ,11
00587ALBN,2006,VILQ,2489
00587ALBN,2011,VILQ,3521
00587ALBN,1989,VILQ,3816
00587ALBN,2022,VILQ,1514
00587ALBN,2017,VILQ,1641
00587ALBN,1986,VILQ,840
00587ALBN,1992,VILQ,2919
00587ALBN,2002,VILQ,3990
00849CLAY,2011,VILQ,0
00849CLAY,1992,VILQ,6
00849CLAY,1989,VILQ,0
00849CLAY,1986,VILQ,0
00849CLAY,2002,VILQ,0
00849CLAY,2017,VILQ,0
00849CLAY,2022,VILQ,0
00732ALBN,2017,VILQ,0
00732ALBN,2011,VILQ,0
00732ALBN,2022,VILQ,0
00581ALBN,2011,VILQ,0
00581ALBN,2017,VILQ,0
00581ALBN,2022,VILQ,0
00663ALBN,2002,VILQ,115
00663ALBN,1989,VILQ,179
00663ALBN,2011,VILQ,0
00663ALBN,2017,VILQ,0
00663ALBN,1986,VILQ,470
00663ALBN,2022,VILQ,0
00663ALBN,2006,VILQ,125
00663ALBN,1992,VILQ,0
00573ALBN,2022,VILQ,0
00573ALBN,1986,VILQ,865
00573ALBN,2017,VILQ,143
00573ALBN,2011,VILQ,399
00573ALBN,2006,VILQ,648
00573ALBN,1992,VILQ,613
00573ALBN,1989,VILQ,1145
00573ALBN,2002,VILQ,490
00754CLAY,1989,VILQ,0
00754CLAY,1992,VILQ,194
00754CLAY,2017,VILQ,0
00754CLAY,1986,VILQ,0
00754CLAY,2002,VILQ,0
00754CLAY,2022,VILQ,0
00754CLAY,2011,VILQ,0
00613ALBN,1992,VILQ,356
00613ALBN,1986,VILQ,310
00613ALBN,2022,VILQ,82
00613ALBN,2006,VILQ,1432
00613ALBN,2002,VILQ,438
00613ALBN,2011,VILQ,327
00613ALBN,1989,VILQ,507
00613ALBN,2017,VILQ,499
00768CLAY,1989,VILQ,0
00768CLAY,2011,VILQ,0
00768CLAY,2017,VILQ,0
00768CLAY,1992,VILQ,0
00768CLAY,1986,VILQ,0
00768CLAY,2002,VILQ,21
00768CLAY,2022,VILQ,0
00465ALBN,1992,VILQ,150
00465ALBN,1986,VILQ,225
00465ALBN,2011,VILQ,145
00465ALBN,1989,VILQ,209
00465ALBN,2022,VILQ,0
00465ALBN,2006,VILQ,466
00465ALBN,2017,VILQ,36
00465ALBN,2002,VILQ,375
00387ALBN,2011,VILQ,0
00387ALBN,2017,VILQ,0
00387ALBN,2022,VILQ,0
00464ALBN,1992,VILQ,19
00464ALBN,2011,VILQ,0
00464ALBN,1989,VILQ,72
00464ALBN,2002,VILQ,94
00464ALBN,1986,VILQ,0
00464ALBN,2022,VILQ,41
00464ALBN,2017,VILQ,71
00410ALBN,2002,VILQ,469
00410ALBN,2011,VILQ,182
00410ALBN,1986,VILQ,265
00410ALBN,2022,VILQ,0
00410ALBN,1992,VILQ,263
00410ALBN,2006,VILQ,170
00410ALBN,2017,VILQ,71
00410ALBN,1989,VILQ,525
00287ALBN,1989,VILQ,0
00287ALBN,2022,VILQ,0
00287ALBN,2011,VILQ,0
00287ALBN,1986,VILQ,0
00287ALBN,2002,VILQ,10
00287ALBN,1992,VILQ,0
00287ALBN,2017,VILQ,0
00713CLAY,2011,VILQ,0
00713CLAY,2017,VILQ,0
00713CLAY,2022,VILQ,0
00706CLAY,2002,VILQ,0
00706CLAY,1986,VILQ,5
00706CLAY,1989,VILQ,0
00706CLAY,2022,VILQ,0
00706CLAY,2011,VILQ,0
00706CLAY,2017,VILQ,0
00706CLAY,1992,VILQ,0
00690CLAY,2017,VILQ,0
00690CLAY,2022,VILQ,0
00690CLAY,2011,VILQ,0
00439ALBN,1992,VILQ,63
00439ALBN,2017,VILQ,36
00439ALBN,1986,VILQ,60
00439ALBN,2011,VILQ,73
00439ALBN,2022,VILQ,0
00439ALBN,2002,VILQ,188
00439ALBN,1989,VILQ,137
00439ALBN,2006,VILQ,352
00212ALBN,2002,VILQ,0
00212ALBN,2017,VILQ,0
00212ALBN,2011,VILQ,0
00212ALBN,1989,VILQ,0
00212ALBN,1992,VILQ,163
00212ALBN,2022,VILQ,0
00212ALBN,1986,VILQ,0
00627CLAY,2022,VILQ,0
00627CLAY,2002,VILQ,0
00627CLAY,2017,VILQ,0
00627CLAY,1986,VILQ,0
00627CLAY,1992,VILQ,6
00627CLAY,2011,VILQ,0
00627CLAY,1989,VILQ,0
00172ALBN,2011,VILQ,254
00172ALBN,2017,VILQ,0
00172ALBN,2006,VILQ,125
00172ALBN,2022,VILQ,0
00223ALBN,1992,VILQ,219
00223ALBN,1986,VILQ,0
00223ALBN,2011,VILQ,73
00223ALBN,2022,VILQ,0
00223ALBN,1989,VILQ,185
00223ALBN,2017,VILQ,0
00223ALBN,2006,VILQ,45
00223ALBN,2002,VILQ,94
00581CLAY,2011,VILQ,0
00581CLAY,1992,VILQ,56
00581CLAY,2022,VILQ,0
00581CLAY,2017,VILQ,0
00581CLAY,2002,VILQ,21
00581CLAY,1989,VILQ,18
00581CLAY,1986,VILQ,30
00136ALBN,1986,VILQ,75
00136ALBN,2002,VILQ,10
00136ALBN,2017,VILQ,0
00136ALBN,2022,VILQ,0
00136ALBN,2011,VILQ,0
00136ALBN,1992,VILQ,13
00136ALBN,1989,VILQ,48
00104ALBN,1992,VILQ,0
00104ALBN,2002,VILQ,0
00104ALBN,1989,VILQ,6
00104ALBN,2017,VILQ,0
00104ALBN,1986,VILQ,0
00104ALBN,2011,VILQ,0
00104ALBN,2022,VILQ,0
00618CLAY,2011,VILQ,0
00618CLAY,2022,VILQ,0
00618CLAY,2017,VILQ,0
00584CLAY,1992,VILQ,0
00584CLAY,2011,VILQ,0
00584CLAY,2002,VILQ,10
00584CLAY,1986,VILQ,0
00584CLAY,2017,VILQ,0
00584CLAY,2022,VILQ,0
00584CLAY,2006,VILQ,45
00584CLAY,1989,VILQ,0
00559CLAY,2022,VILQ,0
00559CLAY,2011,VILQ,0
00559CLAY,2017,VILQ,0
00024ALBN,2022,VILQ,0
00024ALBN,2017,VILQ,0
00024ALBN,2011,VILQ,0
00532CLAY,1986,VILQ,35
00532CLAY,2022,VILQ,0
00532CLAY,1992,VILQ,31
00532CLAY,2011,VILQ,0
00532CLAY,2017,VILQ,0
00532CLAY,1989,VILQ,30
00532CLAY,2002,VILQ,104
00022ALBN,1992,VILQ,94
00022ALBN,2011,VILQ,73
00022ALBN,1986,VILQ,70
00022ALBN,2017,VILQ,36
00022ALBN,2022,VILQ,0
00022ALBN,2002,VILQ,0
00022ALBN,1989,VILQ,227
00548CLAY,2022,VILQ,0
00548CLAY,1989,VILQ,0
00548CLAY,1986,VILQ,0
00548CLAY,2011,VILQ,0
00548CLAY,2017,VILQ,0
00548CLAY,2002,VILQ,21
00548CLAY,1992,VILQ,75
00548CLAY,2006,VILQ,11
00133ALBN,2006,VILQ,705
00133ALBN,2017,VILQ,250
00133ALBN,1992,VILQ,838
00133ALBN,2011,VILQ,762
00133ALBN,1986,VILQ,1310
00133ALBN,2002,VILQ,1281
00133ALBN,1989,VILQ,2522
00133ALBN,2022,VILQ,82
00387CLAY,2022,VILQ,0
00387CLAY,2011,VILQ,0
00387CLAY,2017,VILQ,0
00434CLAY,2017,VILQ,0
00434CLAY,2006,VILQ,23
00434CLAY,2011,VILQ,0
00434CLAY,1986,VILQ,15
00434CLAY,1989,VILQ,30
00434CLAY,1992,VILQ,81
00434CLAY,2002,VILQ,313
00434CLAY,2022,VILQ,0
00001ALBN,2022,VILQ,0
00001ALBN,2011,VILQ,0
00001ALBN,2017,VILQ,0
01244COMX,2022,VILQ,0
01244COMX,1989,VILQ,155
01244COMX,2002,VILQ,344
01244COMX,1986,VILQ,210
01244COMX,2006,VILQ,57
01244COMX,2017,VILQ,36
01244COMX,2011,VILQ,0
01244COMX,1992,VILQ,131
00248CLAY,2022,VILQ,0
00248CLAY,2011,VILQ,0
00248CLAY,2017,VILQ,0
00137CLAY,2022,VILQ,0
00137CLAY,2017,VILQ,0
00137CLAY,2011,VILQ,0
00044CLAY,2017,VILQ,0
00044CLAY,2022,VILQ,0
00044CLAY,1989,VILQ,6
00044CLAY,1986,VILQ,0
00044CLAY,2011,VILQ,0
00044CLAY,1992,VILQ,0
00044CLAY,2002,VILQ,0
00629GOLD,2011,VILQ,0
00629GOLD,1992,VILQ,13
00629GOLD,2022,VILQ,0
00629GOLD,1986,VILQ,0
00629GOLD,2017,VILQ,0
00629GOLD,2002,VILQ,0
00629GOLD,1989,VILQ,113
00549GOLD,1986,VILQ,5
00549GOLD,2017,VILQ,0
00549GOLD,2011,VILQ,0
00549GOLD,2002,VILQ,0
00549GOLD,1992,VILQ,0
00549GOLD,1989,VILQ,0
00549GOLD,2022,VILQ,0
00462GOLD,1989,VILQ,650
00462GOLD,2022,VILQ,0
00462GOLD,2017,VILQ,0
00462GOLD,2002,VILQ,21
00462GOLD,1992,VILQ,175
00462GOLD,2011,VILQ,0
00462GOLD,2006,VILQ,23
00462GOLD,1986,VILQ,210
00483GOLD,2017,VILQ,0
00483GOLD,2006,VILQ,45
